UnityJudgment,Condition,Phase,SpatialD,SpatialD_abs,SubjI
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
0,incongruent,pre,-8,8,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
1,incongruent,pre,0,0,ZL
0,incongruent,pre,0,0,ZL
0,incongruent,pre,0,0,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
1,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,8,8,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,16,16,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,pre,24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-24,24,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
0,incongruent,post,-16,16,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
1,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
0,incongruent,post,-8,8,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
1,incongruent,post,0,0,ZL
0,incongruent,post,0,0,ZL
0,incongruent,post,0,0,ZL
0,incongruent,post,0,0,ZL
0,incongruent,post,0,0,ZL
0,incongruent,post,0,0,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
1,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
0,incongruent,post,8,8,ZL
1,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,16,16,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
0,incongruent,post,24,24,ZL
1,congruent,pre,-24,24,RE
1,congruent,pre,-24,24,RE
1,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
0,congruent,pre,-24,24,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
1,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
0,congruent,pre,-16,16,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
1,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
0,congruent,pre,-8,8,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
1,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
0,congruent,pre,0,0,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
1,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
0,congruent,pre,8,8,RE
